shipment_id,order_id,carrier,promised_delivery_date,actual_delivery_date,delay_days,shipment_status
476,640,UPS,2026-07-13,2026-07-12,0,Delivered
477,642,FedEx,2026-07-16,2026-07-22,6,Delayed
478,643,DHL,2026-07-16,2026-07-15,0,Delivered
479,644,FedEx,2026-07-15,2026-07-15,0,Delivered
480,645,UPS,2026-07-16,2026-07-16,0,Delivered
481,646,FedEx,2026-07-12,2026-07-13,1,Delivered
482,647,FedEx,2026-07-13,2026-07-14,1,Delivered
483,648,DHL,2026-07-16,2026-07-17,1,Delivered
484,649,USPS,2026-07-15,2026-07-14,0,Delivered
485,650,USPS,2026-07-17,2026-07-16,0,Delivered
486,654,DHL,2026-07-16,2026-07-17,1,Delivered
487,655,DHL,2026-07-15,2026-07-14,0,Delivered
488,656,FedEx,2026-07-17,2026-07-16,0,Delivered
489,657,DHL,2026-07-14,2026-07-15,1,Delivered
490,658,FedEx,2026-07-12,2026-07-12,0,Delivered
491,659,DHL,2026-07-17,2026-07-18,1,Delivered
492,660,USPS,2026-07-15,2026-07-14,0,Delivered
493,662,USPS,2026-07-13,2026-07-13,0,Delivered
494,664,DHL,2026-07-17,2026-07-18,1,Delivered
495,665,DHL,2026-07-15,2026-07-15,0,Delivered
496,666,FedEx,2026-07-14,2026-07-14,0,Delivered
497,668,DHL,2026-07-17,2026-07-20,3,Delayed
498,669,UPS,2026-07-16,2026-07-17,1,Delivered
499,670,USPS,2026-07-12,2026-07-15,3,Delayed
500,671,FedEx,2026-07-16,2026-07-19,3,Delayed
501,672,FedEx,2026-07-17,2026-07-16,0,Delivered
502,673,DHL,2026-07-13,2026-07-12,0,Delivered
503,675,FedEx,2026-07-17,2026-07-18,1,Delivered
504,676,UPS,2026-07-17,2026-07-17,0,Delivered
505,677,UPS,2026-07-14,2026-07-14,0,Delivered
506,679,USPS,2026-07-12,2026-07-15,3,Delayed
507,682,USPS,2026-07-15,2026-07-14,0,Delivered
508,683,UPS,2026-07-17,2026-07-18,1,Delivered
509,685,DHL,2026-07-15,2026-07-16,1,Delivered
510,686,DHL,2026-07-13,2026-07-13,0,Delivered
511,687,UPS,2026-07-12,2026-07-11,0,Delivered
512,688,DHL,2026-07-12,2026-07-15,3,Delayed
513,689,FedEx,2026-07-17,2026-07-19,2,Delayed
514,690,UPS,2026-07-16,2026-07-15,0,Delivered
515,692,FedEx,2026-07-15,2026-07-16,1,Delivered
516,693,DHL,2026-07-15,2026-07-15,0,Delivered
517,694,FedEx,2026-07-14,2026-07-15,1,Delayed
518,695,UPS,2026-07-16,2026-07-16,0,Delivered
519,696,USPS,2026-07-17,2026-07-17,0,Delivered
520,697,USPS,2026-07-16,2026-07-17,1,Delivered
521,698,UPS,2026-07-15,2026-07-14,0,Delivered
522,699,USPS,2026-07-13,2026-07-12,0,Delivered
523,700,FedEx,2026-07-14,2026-07-13,0,Delivered
524,701,FedEx,2026-07-14,2026-07-13,0,Delivered
525,702,FedEx,2026-07-17,2026-07-16,0,Delivered
526,703,FedEx,2026-07-17,2026-07-18,1,Delivered
527,704,UPS,2026-07-13,2026-07-12,0,Delivered
528,706,UPS,2026-07-16,2026-07-19,3,Delayed
529,707,DHL,2026-07-13,2026-07-19,6,Delayed
530,708,FedEx,2026-07-17,2026-07-17,0,Delivered
531,709,UPS,2026-07-14,2026-07-13,0,Delivered
532,711,USPS,2026-07-12,2026-07-12,0,Delivered
533,712,FedEx,2026-07-13,2026-07-13,0,Delivered
534,713,UPS,2026-07-12,2026-07-13,1,Delivered
535,714,UPS,2026-07-17,2026-07-17,0,Delivered
536,715,USPS,2026-07-16,2026-07-17,1,Delivered
537,716,USPS,2026-07-14,2026-07-15,1,Delivered
538,717,DHL,2026-07-12,2026-07-17,5,Delayed
539,718,FedEx,2026-07-14,2026-07-19,5,Delayed
540,720,DHL,2026-07-15,2026-07-15,0,Delivered
541,721,FedEx,2026-07-16,2026-07-17,1,Delivered
542,722,USPS,2026-07-14,2026-07-15,1,Delayed
543,723,USPS,2026-07-17,2026-07-16,0,Delivered
544,724,DHL,2026-07-13,2026-07-14,1,Delivered
545,725,USPS,2026-07-17,2026-07-16,0,Delivered
546,727,UPS,2026-07-14,2026-07-13,0,Delivered
547,729,DHL,2026-07-14,2026-07-14,0,Delivered
548,731,USPS,2026-07-13,2026-07-13,0,Delivered
549,733,USPS,2026-07-15,2026-07-16,1,Delivered
550,735,DHL,2026-07-17,2026-07-16,0,Delivered
551,736,UPS,2026-07-13,2026-07-17,4,Delayed
552,737,USPS,2026-07-12,2026-07-13,1,Delivered
553,739,UPS,2026-07-12,2026-07-18,6,Delayed
554,740,FedEx,2026-07-15,2026-07-19,4,Delayed
555,741,UPS,2026-07-13,2026-07-17,4,Delayed
556,743,UPS,2026-07-16,2026-07-16,0,Delivered
557,745,FedEx,2026-07-15,2026-07-15,0,Delivered
558,746,UPS,2026-07-12,2026-07-11,0,Delivered
559,747,USPS,2026-07-14,2026-07-15,1,Delivered
560,748,USPS,2026-07-12,2026-07-12,0,Delivered
561,749,FedEx,2026-07-13,2026-07-14,1,Delivered
562,752,USPS,2026-07-12,2026-07-15,3,Delayed
563,753,USPS,2026-07-12,2026-07-12,0,Delivered
564,754,USPS,2026-07-16,2026-07-16,0,Delivered
565,756,DHL,2026-07-17,2026-07-17,0,Delivered
566,758,FedEx,2026-07-14,2026-07-15,1,Delayed
567,760,FedEx,2026-07-14,2026-07-15,1,Delivered
568,761,UPS,2026-07-14,2026-07-17,3,Delayed
569,762,DHL,2026-07-15,2026-07-15,0,Delivered
570,763,DHL,2026-07-14,2026-07-15,1,Delivered
571,764,FedEx,2026-07-16,2026-07-22,6,Delayed
572,766,UPS,2026-07-12,2026-07-11,0,Delivered
573,767,UPS,2026-07-14,2026-07-15,1,Delivered
574,768,UPS,2026-07-14,2026-07-15,1,Delivered
575,770,FedEx,2026-07-12,2026-07-12,0,Delivered
576,772,UPS,2026-07-12,2026-07-15,3,Delayed
577,773,DHL,2026-07-15,2026-07-14,0,Delivered
578,774,FedEx,2026-07-13,2026-07-15,2,Delayed
579,776,DHL,2026-07-16,2026-07-17,1,Delivered
580,778,DHL,2026-07-15,2026-07-14,0,Delivered
581,779,UPS,2026-07-13,2026-07-13,0,Delivered
582,780,USPS,2026-07-14,2026-07-13,0,Delivered
583,781,FedEx,2026-07-16,2026-07-16,0,Delivered
584,783,DHL,2026-07-17,2026-07-18,1,Delivered
585,784,FedEx,2026-07-13,2026-07-19,6,Delayed
586,785,FedEx,2026-07-17,2026-07-16,0,Delivered
587,786,DHL,2026-07-13,2026-07-13,0,Delivered
588,787,USPS,2026-07-12,2026-07-16,4,Delayed
589,789,DHL,2026-07-12,2026-07-13,1,Delayed
590,790,DHL,2026-07-15,2026-07-18,3,Delayed
591,791,DHL,2026-07-12,2026-07-11,0,Delivered
592,792,FedEx,2026-07-12,2026-07-11,0,Delivered
593,793,DHL,2026-07-13,2026-07-12,0,Delivered
594,794,UPS,2026-07-13,2026-07-13,0,Delivered
595,796,FedEx,2026-07-14,2026-07-19,5,Delayed
596,797,DHL,2026-07-16,2026-07-15,0,Delivered
597,798,UPS,2026-07-16,2026-07-18,2,Delayed
598,800,DHL,2026-07-13,2026-07-14,1,Delivered
599,801,USPS,2026-07-17,2026-07-19,2,Delayed
600,802,USPS,2026-07-14,2026-07-13,0,Delivered
601,803,UPS,2026-07-17,2026-07-16,0,Delivered
602,804,FedEx,2026-07-15,2026-07-16,1,Delivered
603,805,DHL,2026-07-15,2026-07-18,3,Delayed
604,806,USPS,2026-07-15,2026-07-17,2,Delayed
605,807,DHL,2026-07-14,2026-07-15,1,Delivered
606,808,USPS,2026-07-12,2026-07-11,0,Delivered
607,809,UPS,2026-07-14,2026-07-15,1,Delivered
608,810,FedEx,2026-07-17,2026-07-17,0,Delivered
609,811,FedEx,2026-07-16,2026-07-16,0,Delivered
610,812,UPS,2026-07-12,2026-07-12,0,Delivered
611,815,USPS,2026-07-13,2026-07-19,6,Delayed
612,817,DHL,2026-07-17,2026-07-21,4,Delayed
613,818,DHL,2026-07-12,2026-07-16,4,Delayed
614,819,DHL,2026-07-17,2026-07-16,0,Delivered
615,820,FedEx,2026-07-14,2026-07-14,0,Delivered
616,821,DHL,2026-07-16,2026-07-16,0,Delivered
617,822,USPS,2026-07-13,2026-07-14,1,Delivered
618,823,UPS,2026-07-14,2026-07-15,1,Delivered
619,824,USPS,2026-07-17,2026-07-17,0,Delivered
620,825,USPS,2026-07-17,2026-07-17,0,Delivered
621,826,DHL,2026-07-16,2026-07-16,0,Delivered
622,827,FedEx,2026-07-12,2026-07-12,0,Delivered
623,828,DHL,2026-07-17,2026-07-16,0,Delivered
624,829,USPS,2026-07-17,2026-07-18,1,Delayed
625,830,USPS,2026-07-17,2026-07-19,2,Delayed
626,831,UPS,2026-07-16,2026-07-15,0,Delivered
627,832,USPS,2026-07-16,2026-07-15,0,Delivered
628,833,USPS,2026-07-15,2026-07-21,6,Delayed
629,834,UPS,2026-07-15,2026-07-16,1,Delivered
630,835,USPS,2026-07-16,2026-07-15,0,Delivered
631,838,USPS,2026-07-12,2026-07-12,0,Delivered
632,839,FedEx,2026-07-15,2026-07-14,0,Delivered
633,840,FedEx,2026-07-16,2026-07-16,0,Delivered
634,842,USPS,2026-07-15,2026-07-15,0,Delivered
635,843,USPS,2026-07-15,2026-07-16,1,Delivered
636,844,USPS,2026-07-17,2026-07-18,1,Delivered
637,845,DHL,2026-07-15,2026-07-14,0,Delivered
638,846,USPS,2026-07-15,2026-07-16,1,Delivered
639,847,UPS,2026-07-16,2026-07-16,0,Delivered
640,849,FedEx,2026-07-12,2026-07-13,1,Delayed
641,850,DHL,2026-07-14,2026-07-15,1,Delivered
642,851,USPS,2026-07-17,2026-07-16,0,Delivered
643,853,UPS,2026-07-14,2026-07-14,0,Delivered
644,856,FedEx,2026-07-12,2026-07-11,0,Delivered
645,857,DHL,2026-07-17,2026-07-16,0,Delivered
646,858,DHL,2026-07-14,2026-07-16,2,Delayed
647,859,USPS,2026-07-16,2026-07-16,0,Delivered
648,860,UPS,2026-07-16,2026-07-16,0,Delivered
649,862,DHL,2026-07-12,2026-07-13,1,Delivered
650,863,UPS,2026-07-14,2026-07-14,0,Delivered
651,865,DHL,2026-07-16,2026-07-20,4,Delayed
652,866,USPS,2026-07-17,2026-07-17,0,Delivered
653,867,UPS,2026-07-16,2026-07-17,1,Delivered
654,868,USPS,2026-07-13,2026-07-13,0,Delivered
655,869,FedEx,2026-07-13,2026-07-12,0,Delivered
656,871,USPS,2026-07-14,2026-07-14,0,Delivered
657,873,DHL,2026-07-13,2026-07-12,0,Delivered
658,874,USPS,2026-07-16,2026-07-15,0,Delivered
659,875,UPS,2026-07-15,2026-07-16,1,Delayed
660,876,UPS,2026-07-16,2026-07-16,0,Delivered
661,878,USPS,2026-07-13,2026-07-13,0,Delivered
662,879,DHL,2026-07-17,2026-07-16,0,Delivered
663,880,USPS,2026-07-17,2026-07-16,0,Delivered
664,882,USPS,2026-07-13,2026-07-14,1,Delivered
665,883,USPS,2026-07-14,2026-07-15,1,Delivered
666,884,FedEx,2026-07-16,2026-07-15,0,Delivered
667,885,FedEx,2026-07-14,2026-07-13,0,Delivered
668,887,USPS,2026-07-17,2026-07-17,0,Delivered
669,888,FedEx,2026-07-15,2026-07-14,0,Delivered
670,889,FedEx,2026-07-15,2026-07-15,0,Delivered
671,891,USPS,2026-07-14,2026-07-13,0,Delivered
672,892,DHL,2026-07-13,2026-07-15,2,Delayed
673,893,USPS,2026-07-13,2026-07-13,0,Delivered
674,894,USPS,2026-07-15,2026-07-15,0,Delivered
675,895,FedEx,2026-07-17,2026-07-16,0,Delivered
676,896,UPS,2026-07-14,2026-07-17,3,Delayed
677,897,DHL,2026-07-17,2026-07-18,1,Delivered
678,898,DHL,2026-07-17,2026-07-16,0,Delivered
679,899,DHL,2026-07-12,2026-07-12,0,Delivered
680,904,DHL,2026-07-15,2026-07-16,1,Delivered
681,905,FedEx,2026-07-15,2026-07-16,1,Delivered
682,906,DHL,2026-07-13,2026-07-19,6,Delayed
683,907,UPS,2026-07-16,2026-07-17,1,Delivered
684,908,DHL,2026-07-15,2026-07-14,0,Delivered
685,909,USPS,2026-07-14,2026-07-15,1,Delivered
686,910,FedEx,2026-07-17,2026-07-17,0,Delivered
687,911,UPS,2026-07-13,2026-07-15,2,Delayed
688,912,DHL,2026-07-15,2026-07-16,1,Delivered
689,913,DHL,2026-07-15,2026-07-16,1,Delivered
690,914,FedEx,2026-07-14,2026-07-14,0,Delivered
691,915,UPS,2026-07-14,2026-07-13,0,Delivered
692,916,DHL,2026-07-15,2026-07-15,0,Delivered
693,917,DHL,2026-07-17,2026-07-18,1,Delivered
694,918,FedEx,2026-07-17,2026-07-16,0,Delivered
695,920,UPS,2026-07-14,2026-07-14,0,Delivered
696,922,USPS,2026-07-17,2026-07-19,2,Delayed
697,923,UPS,2026-07-15,2026-07-19,4,Delayed
698,924,UPS,2026-07-14,2026-07-16,2,Delayed
699,925,USPS,2026-07-13,2026-07-12,0,Delivered
700,926,USPS,2026-07-17,2026-07-18,1,Delivered
701,927,USPS,2026-07-12,2026-07-11,0,Delivered
702,928,USPS,2026-07-15,2026-07-15,0,Delivered
703,929,UPS,2026-07-12,2026-07-13,1,Delivered
704,931,UPS,2026-07-16,2026-07-20,4,Delayed
705,932,FedEx,2026-07-15,2026-07-14,0,Delivered
706,933,FedEx,2026-07-17,2026-07-18,1,Delivered
707,934,UPS,2026-07-12,2026-07-13,1,Delivered
708,935,FedEx,2026-07-14,2026-07-13,0,Delivered
709,937,FedEx,2026-07-13,2026-07-14,1,Delivered
710,939,USPS,2026-07-16,2026-07-16,0,Delivered
711,940,UPS,2026-07-15,2026-07-14,0,Delivered
712,941,UPS,2026-07-13,2026-07-13,0,Delivered
713,943,FedEx,2026-07-13,2026-07-16,3,Delayed
714,944,FedEx,2026-07-15,2026-07-16,1,Delivered
715,945,FedEx,2026-07-12,2026-07-13,1,Delivered
716,948,UPS,2026-07-12,2026-07-11,0,Delivered
717,949,USPS,2026-07-17,2026-07-16,0,Delivered
718,950,FedEx,2026-07-16,2026-07-16,0,Delivered
719,952,DHL,2026-07-12,2026-07-11,0,Delivered
720,953,USPS,2026-07-12,2026-07-12,0,Delivered
721,955,FedEx,2026-07-17,2026-07-16,0,Delivered
722,956,UPS,2026-07-13,2026-07-13,0,Delivered
723,957,USPS,2026-07-17,2026-07-16,0,Delivered
724,958,FedEx,2026-07-13,2026-07-13,0,Delivered
725,960,DHL,2026-07-15,2026-07-17,2,Delayed
726,962,USPS,2026-07-14,2026-07-13,0,Delivered
727,963,USPS,2026-07-13,2026-07-14,1,Delivered
728,965,UPS,2026-07-12,2026-07-14,2,Delayed
729,967,USPS,2026-07-17,2026-07-16,0,Delivered
730,968,UPS,2026-07-17,2026-07-18,1,Delivered
731,969,DHL,2026-07-12,2026-07-13,1,Delayed
732,970,UPS,2026-07-14,2026-07-14,0,Delivered
733,974,DHL,2026-07-16,2026-07-17,1,Delivered
734,975,USPS,2026-07-12,2026-07-13,1,Delivered
735,976,UPS,2026-07-14,2026-07-15,1,Delivered
736,980,DHL,2026-07-13,2026-07-14,1,Delivered
737,982,USPS,2026-07-16,2026-07-18,2,Delayed
738,983,DHL,2026-07-14,2026-07-13,0,Delivered
739,984,FedEx,2026-07-14,2026-07-14,0,Delivered
740,986,FedEx,2026-07-14,2026-07-15,1,Delayed
741,987,UPS,2026-07-15,2026-07-15,0,Delivered
742,988,UPS,2026-07-15,2026-07-15,0,Delivered
743,989,UPS,2026-07-16,2026-07-15,0,Delivered
744,990,USPS,2026-07-17,2026-07-16,0,Delivered
745,991,FedEx,2026-07-12,2026-07-13,1,Delayed
746,992,FedEx,2026-07-13,2026-07-16,3,Delayed
747,994,USPS,2026-07-17,2026-07-16,0,Delivered
748,995,USPS,2026-07-12,2026-07-13,1,Delivered
749,997,FedEx,2026-07-15,2026-07-16,1,Delivered
750,998,UPS,2026-07-12,2026-07-11,0,Delivered
751,999,UPS,2026-07-13,2026-07-14,1,Delivered
752,1000,FedEx,2026-07-16,2026-07-17,1,Delivered
753,1001,FedEx,2026-07-16,2026-07-15,0,Delivered
754,1003,USPS,2026-07-15,2026-07-14,0,Delivered
755,1004,DHL,2026-07-17,2026-07-20,3,Delayed
756,1005,DHL,2026-07-14,2026-07-15,1,Delivered
757,1006,UPS,2026-07-15,2026-07-14,0,Delivered
758,1007,USPS,2026-07-13,2026-07-17,4,Delayed
759,1008,DHL,2026-07-15,2026-07-15,0,Delivered
760,1009,USPS,2026-07-14,2026-07-15,1,Delivered
761,1011,FedEx,2026-07-14,2026-07-15,1,Delivered
762,1013,UPS,2026-07-13,2026-07-14,1,Delivered
763,1014,DHL,2026-07-14,2026-07-15,1,Delivered
764,1017,DHL,2026-07-16,2026-07-16,0,Delivered
765,1018,USPS,2026-07-15,2026-07-14,0,Delivered
766,1019,FedEx,2026-07-12,2026-07-14,2,Delayed
767,1020,FedEx,2026-07-15,2026-07-15,0,Delivered
768,1021,UPS,2026-07-12,2026-07-12,0,Delivered
769,1023,DHL,2026-07-17,2026-07-17,0,Delivered
770,1024,USPS,2026-07-14,2026-07-14,0,Delivered
771,1025,USPS,2026-07-15,2026-07-16,1,Delivered
772,1026,FedEx,2026-07-12,2026-07-12,0,Delivered
773,1027,DHL,2026-07-15,2026-07-14,0,Delivered
774,1028,FedEx,2026-07-16,2026-07-16,0,Delivered
775,1029,USPS,2026-07-17,2026-07-16,0,Delivered
776,1030,DHL,2026-07-16,2026-07-17,1,Delivered
777,1031,USPS,2026-07-14,2026-07-13,0,Delivered
778,1032,UPS,2026-07-14,2026-07-16,2,Delayed
779,1033,DHL,2026-07-13,2026-07-13,0,Delivered
780,1035,DHL,2026-07-16,2026-07-17,1,Delayed
781,1037,USPS,2026-07-16,2026-07-15,0,Delivered
782,1038,UPS,2026-07-17,2026-07-17,0,Delivered
783,1041,DHL,2026-07-14,2026-07-15,1,Delivered
784,1043,FedEx,2026-07-12,2026-07-12,0,Delivered
785,1044,DHL,2026-07-13,2026-07-12,0,Delivered
786,1046,UPS,2026-07-15,2026-07-15,0,Delivered
787,1049,USPS,2026-07-16,2026-07-17,1,Delivered
788,1050,FedEx,2026-07-16,2026-07-16,0,Delivered
789,1051,UPS,2026-07-13,2026-07-19,6,Delayed
790,1053,DHL,2026-07-17,2026-07-22,5,Delayed
791,1054,FedEx,2026-07-12,2026-07-11,0,Delivered
792,1055,USPS,2026-07-17,2026-07-18,1,Delivered
793,1057,USPS,2026-07-17,2026-07-18,1,Delivered
794,1058,UPS,2026-07-14,2026-07-15,1,Delivered
795,1059,USPS,2026-07-17,2026-07-18,1,Delivered
796,1060,DHL,2026-07-14,2026-07-16,2,Delayed
797,1061,FedEx,2026-07-13,2026-07-14,1,Delayed
798,1062,FedEx,2026-07-12,2026-07-18,6,Delayed
799,1063,FedEx,2026-07-17,2026-07-18,1,Delivered
800,1065,FedEx,2026-07-12,2026-07-12,0,Delivered
801,1066,FedEx,2026-07-15,2026-07-14,0,Delivered
802,1067,USPS,2026-07-13,2026-07-13,0,Delivered
803,1069,FedEx,2026-07-15,2026-07-19,4,Delayed
804,1071,DHL,2026-07-13,2026-07-13,0,Delivered
805,1072,USPS,2026-07-14,2026-07-20,6,Delayed
806,1073,UPS,2026-07-15,2026-07-16,1,Delivered
807,1075,USPS,2026-07-12,2026-07-12,0,Delivered
808,1076,DHL,2026-07-13,2026-07-14,1,Delivered
809,1077,DHL,2026-07-15,2026-07-16,1,Delivered
810,1079,USPS,2026-07-14,2026-07-14,0,Delivered
811,1080,UPS,2026-07-12,2026-07-13,1,Delivered
812,1082,FedEx,2026-07-15,2026-07-14,0,Delivered
813,1083,UPS,2026-07-14,2026-07-14,0,Delivered
814,1084,UPS,2026-07-15,2026-07-14,0,Delivered
815,1085,USPS,2026-07-16,2026-07-17,1,Delivered
816,1086,USPS,2026-07-13,2026-07-14,1,Delivered
817,1087,UPS,2026-07-15,2026-07-16,1,Delivered
818,1088,FedEx,2026-07-15,2026-07-14,0,Delivered
819,1090,USPS,2026-07-14,2026-07-13,0,Delivered
820,1091,USPS,2026-07-13,2026-07-15,2,Delayed
821,1092,UPS,2026-07-12,2026-07-12,0,Delivered
822,1093,DHL,2026-07-13,2026-07-14,1,Delayed
823,1094,FedEx,2026-07-14,2026-07-14,0,Delivered
824,1095,DHL,2026-07-13,2026-07-14,1,Delivered
825,1096,FedEx,2026-07-12,2026-07-11,0,Delivered
826,1097,UPS,2026-07-12,2026-07-12,0,Delivered
827,1098,UPS,2026-07-14,2026-07-13,0,Delivered
828,1099,DHL,2026-07-13,2026-07-14,1,Delivered
829,1100,USPS,2026-07-17,2026-07-21,4,Delayed
830,1102,DHL,2026-07-12,2026-07-13,1,Delivered
831,1104,FedEx,2026-07-16,2026-07-17,1,Delayed
832,1105,UPS,2026-07-17,2026-07-19,2,Delayed
833,1106,USPS,2026-07-13,2026-07-14,1,Delivered
834,1107,FedEx,2026-07-16,2026-07-15,0,Delivered
835,1108,DHL,2026-07-17,2026-07-16,0,Delivered
836,1110,DHL,2026-07-13,2026-07-13,0,Delivered
837,1111,UPS,2026-07-13,2026-07-13,0,Delivered
838,1113,UPS,2026-07-14,2026-07-13,0,Delivered
839,1115,UPS,2026-07-14,2026-07-14,0,Delivered
840,1116,USPS,2026-07-17,2026-07-16,0,Delivered
841,1118,USPS,2026-07-13,2026-07-17,4,Delayed
842,1121,UPS,2026-07-15,2026-07-16,1,Delivered
843,1122,DHL,2026-07-12,2026-07-11,0,Delivered
844,1123,FedEx,2026-07-12,2026-07-12,0,Delivered
845,1124,FedEx,2026-07-15,2026-07-16,1,Delayed
846,1125,UPS,2026-07-16,2026-07-22,6,Delayed
847,1126,UPS,2026-07-15,2026-07-16,1,Delivered
848,1127,DHL,2026-07-17,2026-07-17,0,Delivered
849,1128,FedEx,2026-07-14,2026-07-15,1,Delivered
850,1129,FedEx,2026-07-17,2026-07-18,1,Delivered
851,1130,USPS,2026-07-16,2026-07-17,1,Delivered
852,1133,USPS,2026-07-17,2026-07-18,1,Delivered
853,1134,DHL,2026-07-13,2026-07-12,0,Delivered
854,1135,FedEx,2026-07-16,2026-07-17,1,Delivered
855,1136,FedEx,2026-07-16,2026-07-16,0,Delivered
856,1139,UPS,2026-07-12,2026-07-12,0,Delivered
857,1140,UPS,2026-07-17,2026-07-18,1,Delayed
858,1141,USPS,2026-07-13,2026-07-13,0,Delivered
859,1142,UPS,2026-07-16,2026-07-17,1,Delayed
860,1143,DHL,2026-07-14,2026-07-14,0,Delivered
861,1144,USPS,2026-07-12,2026-07-11,0,Delivered
862,1145,USPS,2026-07-14,2026-07-13,0,Delivered
863,1146,FedEx,2026-07-14,2026-07-15,1,Delivered
864,1148,FedEx,2026-07-14,2026-07-15,1,Delivered
865,1151,FedEx,2026-07-17,2026-07-18,1,Delivered
866,1152,FedEx,2026-07-12,2026-07-13,1,Delivered
867,1155,USPS,2026-07-14,2026-07-13,0,Delivered
868,1159,USPS,2026-07-15,2026-07-16,1,Delayed
869,1160,DHL,2026-07-13,2026-07-13,0,Delivered
870,1161,USPS,2026-07-14,2026-07-14,0,Delivered
871,1162,USPS,2026-07-14,2026-07-15,1,Delivered
872,1163,USPS,2026-07-15,2026-07-15,0,Delivered
873,1164,USPS,2026-07-13,2026-07-15,2,Delayed
874,1165,DHL,2026-07-17,2026-07-18,1,Delivered
875,1166,DHL,2026-07-17,2026-07-21,4,Delayed
876,1167,UPS,2026-07-17,2026-07-22,5,Delayed
877,1169,DHL,2026-07-12,2026-07-12,0,Delivered
878,1170,DHL,2026-07-12,2026-07-12,0,Delivered
879,1172,UPS,2026-07-16,2026-07-19,3,Delayed
880,1173,DHL,2026-07-14,2026-07-14,0,Delivered
881,1174,USPS,2026-07-13,2026-07-18,5,Delayed
882,1177,UPS,2026-07-12,2026-07-12,0,Delivered
883,1178,USPS,2026-07-13,2026-07-19,6,Delayed
884,1179,DHL,2026-07-12,2026-07-15,3,Delayed
885,1181,UPS,2026-07-12,2026-07-13,1,Delivered
886,1183,USPS,2026-07-16,2026-07-16,0,Delivered
887,1184,FedEx,2026-07-15,2026-07-16,1,Delivered
888,1186,USPS,2026-07-13,2026-07-13,0,Delivered
889,1188,UPS,2026-07-17,2026-07-18,1,Delivered
890,1189,USPS,2026-07-12,2026-07-13,1,Delivered
891,1190,UPS,2026-07-15,2026-07-15,0,Delivered
892,1191,USPS,2026-07-16,2026-07-22,6,Delayed
893,1192,FedEx,2026-07-17,2026-07-16,0,Delivered
894,1193,UPS,2026-07-17,2026-07-23,6,Delayed
895,1194,DHL,2026-07-16,2026-07-17,1,Delivered
896,1196,DHL,2026-07-13,2026-07-14,1,Delivered
897,1197,DHL,2026-07-16,2026-07-16,0,Delivered
898,1199,FedEx,2026-07-12,2026-07-13,1,Delivered
899,1201,FedEx,2026-07-12,2026-07-11,0,Delivered
900,1202,USPS,2026-07-17,2026-07-18,1,Delivered
901,1204,UPS,2026-07-12,2026-07-13,1,Delivered
902,1206,DHL,2026-07-15,2026-07-15,0,Delivered
903,1207,DHL,2026-07-14,2026-07-14,0,Delivered
904,1208,DHL,2026-07-16,2026-07-16,0,Delivered
905,1209,FedEx,2026-07-12,2026-07-13,1,Delivered
906,1210,DHL,2026-07-14,2026-07-17,3,Delayed
907,1212,FedEx,2026-07-13,2026-07-13,0,Delivered
908,1213,FedEx,2026-07-12,2026-07-12,0,Delivered
909,1214,USPS,2026-07-12,2026-07-12,0,Delivered
910,1215,UPS,2026-07-12,2026-07-12,0,Delivered
911,1217,DHL,2026-07-14,2026-07-13,0,Delivered
912,1218,FedEx,2026-07-13,2026-07-14,1,Delivered
913,1219,USPS,2026-07-15,2026-07-16,1,Delivered
914,1220,USPS,2026-07-12,2026-07-12,0,Delivered
915,1221,DHL,2026-07-16,2026-07-16,0,Delivered
916,1222,UPS,2026-07-15,2026-07-14,0,Delivered
917,1223,DHL,2026-07-16,2026-07-17,1,Delivered
918,1224,FedEx,2026-07-13,2026-07-14,1,Delivered
919,1225,DHL,2026-07-14,2026-07-14,0,Delivered
920,1226,UPS,2026-07-17,2026-07-16,0,Delivered
921,1227,USPS,2026-07-16,2026-07-15,0,Delivered
922,1228,USPS,2026-07-16,2026-07-15,0,Delivered
923,1229,DHL,2026-07-16,2026-07-15,0,Delivered
924,1230,UPS,2026-07-12,2026-07-12,0,Delivered
925,1231,USPS,2026-07-16,2026-07-17,1,Delivered
926,1232,UPS,2026-07-14,2026-07-13,0,Delivered
927,1234,DHL,2026-07-12,2026-07-17,5,Delayed
928,1237,DHL,2026-07-14,2026-07-20,6,Delayed
929,1238,USPS,2026-07-13,2026-07-13,0,Delivered
930,1239,UPS,2026-07-13,2026-07-13,0,Delivered
931,1240,USPS,2026-07-17,2026-07-18,1,Delivered
932,1241,UPS,2026-07-14,2026-07-14,0,Delivered
933,1242,UPS,2026-07-13,2026-07-14,1,Delivered
934,1243,DHL,2026-07-12,2026-07-11,0,Delivered
935,1244,FedEx,2026-07-16,2026-07-15,0,Delivered
936,1245,USPS,2026-07-15,2026-07-16,1,Delivered
937,1246,DHL,2026-07-15,2026-07-16,1,Delivered
938,1247,USPS,2026-07-16,2026-07-22,6,Delayed
939,1248,UPS,2026-07-17,2026-07-21,4,Delayed
940,1249,DHL,2026-07-15,2026-07-21,6,Delayed
941,1250,USPS,2026-07-12,2026-07-11,0,Delivered
942,1251,UPS,2026-07-12,2026-07-11,0,Delivered
943,1252,FedEx,2026-07-17,2026-07-17,0,Delivered
944,1254,UPS,2026-07-12,2026-07-13,1,Delivered
945,1255,UPS,2026-07-17,2026-07-17,0,Delivered
